sample_id,reads,flow_id,date,longitude,latitude,fire,ammonium,clay,conductivity,elev,exc_aluminium,exc_calcium,exc_magnesium,exc_potassium,exc_sodium,nitrate,organic_carbon,ph,phosphorus_colwell,potassium_colwell,sand,silt,sulphur,texture,vegetation_type,woody_veg_cover
s8198,42190,A90G8,2012-12-10,149.112782,-21.15956,,3,14.32,0.058,47,1.31,0.96,0.37,0.25,0.09,11,0.84,4,189,97,54.77,30.91,7.6,3,Other,2.0000000000000018
s8200,28225,A79NR,2012-11-14,138.310183,-34.232703,,17,NA,0.257,30,0.074,15.75,2.16,1.3,0.37,47,1.54,7.4,71,506,NA,NA,7.1,2,Other,3.0000000000000027
s8201,26165,A79NR,2012-11-14,138.313458,-34.239403,,4,NA,0.092,36,0.078,13.83,1.45,0.86,0.08,17,1.08,7.7,55,335,NA,NA,4.5,2,Other,3.0000000000000027
s8202,31644,A79NR,2012-11-14,138.314611,-34.24055,,3,NA,0.107,36,0.076,13.1,1.38,1.09,0.07,12,1.08,7.6,62,427,NA,NA,3.4,2,Other,3.0000000000000027
s8203,22034,A79NR,2012-11-15,134.287094,-32.722444,,6,NA,0.094,23.5,0.042,18.6,1.79,1.57,0.27,15,2.05,7.6,66,600,NA,NA,8.2,2,Other,0
s8204,630308,A90G8,2013-02-20,149.595675,-30.201225,,19,NA,0.096,201,0.212,24.5,7.94,1.75,0.53,10,1.43,7.2,109,660,NA,NA,31.3,2.5,Other,3.0000000000000027
s8205,46490,A90G8,2013-02-20,149.595675,-30.201225,,32,NA,0.2,201,0.118,20.64,6.99,1.91,0.32,20,1.52,6.5,128,745,NA,NA,60.8,3,Other,3.0000000000000027
s8206,65154,A90G8,2013-02-20,149.593933,-30.200303,,77,NA,0.516,201,0.102,37.22,8.53,3.86,0.14,151,4.9,6.1,230,1512,NA,NA,34.4,2,Other,3.0000000000000027
s8210,32968,A79NR,2012-12-20,140.087869,-35.082194,,3,NA,0.057,72,0.066,2.28,0.9,0.51,0.07,2,0.72,5.5,23,220,NA,NA,6,2,Other,1.0000000000000009
s8212,8653,A79NR,2012-12-20,140.087869,-35.082194,,3,NA,0.064,72,0.086,2.25,0.83,0.49,0.08,4,0.85,5,19,195,NA,NA,6.9,1.5,Other,1.0000000000000009
s8214,27886,A79NR,2012-12-20,140.085961,-35.085708,,18,NA,0.055,72,0.067,5.61,1.04,0.28,0.04,20,2.17,5.6,35,143,NA,NA,5.7,1.5,Other,4.0000000000000036
s8216,24617,A79NR,2012-11-15,135.163825,-32.831425,,3,NA,0.125,185,0.054,17.89,2.46,0.88,1.05,4,0.89,7.6,7,342,NA,NA,2.5,2.5,Other,5.000000000000004
s8217,26872,A79NR,2012-11-15,135.155703,-32.834625,,3,NA,0.092,185,0.061,12.44,1.3,1.35,0.11,1e-10,0.86,7.6,32,528,NA,NA,2.4,2,Other,0
s8218,34027,A79NR,2012-11-15,135.155703,-32.834625,,2,NA,0.104,185,0.093,14.58,1.5,1.26,0.12,1e-10,0.98,7.8,21,490,NA,NA,2.1,2,Other,0
s8220,42567,A90G8,2012-12-10,149.112782,-21.15956,,6,17.59,0.073,47,1.186,0.74,0.3,0.22,0.07,5,1.16,4,190,105,56.85,25.55,5,3,Other,2.0000000000000018
s8226,23507,A64HK,2013-03-20,152.10008,-28.2138,,5,65,0.093,465,0.063,26.53,21.8,1.14,1.26,8,1.65,6.8,111,479,2,28,3.1,3.5,Other,0
s8228,258225,A64HK,2013-03-21,152.10008,-28.2138,,7,64,0.078,465,0.07,26.59,22,0.96,0.97,7,1.54,6.4,103,388,5,23,2.9,3.5,Other,0
s8230,111309,A64HK,2013-03-21,152.10497,-28.20754,,5,69,0.327,471,0.087,30.28,11.3,0.76,0.9,3,2.69,7,22,338,0,29,4,3.5,Other,1.0000000000000009
s8232,315067,A64HK,2013-04-16,151.629,-26.874389999999998,,4,63,0.123,339,0.045,12.75,8.34,0.42,1.02,13,0.94,7,29,194,6,20,3.9,3.5,Other,67
s8234,63401,A64HK,2013-04-16,151.07478,-26.87469,,13,67,0.083,346,0.065,14.92,7.73,1.04,0.67,10,4.08,6,65,475,2,23,5.7,3,Grassland,4.0000000000000036
s8235,10481,A64HK,2013-05-30,151.39656,-27.47372,,3,65,0.154,362,0.06,32.34,20.14,1.49,1.3,13,1.18,7.4,43,581,3,20,3.7,3.5,Other,0
s8237,21740,A5P6W,2013-05-30,151.39656,-27.47372,,6,67,0.246,362,0.126,32.1,19.39,1.52,1.8,2,3.34,6.7,82,591,4,23,14.4,3.5,Other,0
s8262,514800,A64JH,2012-11-07,141.97633,-35.11641,,2,NA,0.183,72,0.044,8.59,2.29,1.3,0.11,6,0.87,7.5,29,507,NA,NA,1.9,2,Other,1.0000000000000009
s8264,266131,A64JH,2012-11-07,141.9765,-35.11641,,2,NA,0.123,72,0.05,9.89,2.52,1.32,0.15,3,0.79,7.6,20,493,NA,NA,1.8,2,Other,1.0000000000000009
s8266,85117,A64JH,2012-11-07,141.97659,-35.11641,,3,NA,0.154,72,0.061,9.25,2.11,1.46,0.32,17,0.89,7.5,22,568,NA,NA,2.5,2,Other,1.0000000000000009
s8268,220093,A64JH,2012-11-07,141.99678,-35.12282,,2,NA,0.1,90,0.026,14.64,2.33,0.88,0.05,2,1.01,7.8,6,342,NA,NA,1.6,2,Woodland,4.0000000000000036
s8270,333148,A64JH,2012-08-11,142.28934,-36.67146,,3,NA,0.25,139,0.067,26.38,6.5,2.28,0.6,1,1.38,7.5,61,920,NA,NA,52.3,2.5,Other,1.0000000000000009
s8272,38507,A64JH,2012-08-11,142.28891,-36.67173,,2,NA,0.166,137,0.05,26.2,5.55,2.52,0.25,1e-10,1.44,7.4,62,900,NA,NA,1.9,2.5,Other,1.0000000000000009
s8274,64351,A64JH,2012-08-11,142.28933,-36.67107,,3,NA,0.216,138,0.037,27.17,6.05,2,0.39,21,0.97,7.5,65,744,NA,NA,6.4,2.5,Other,1.0000000000000009
s8276,76761,A64JH,2012-08-11,142.30177,-36.66839,,3,NA,0.154,137,0.08,24.49,5.79,2.19,0.23,2,1.95,7.5,40,810,NA,NA,3,2.5,Woodland,11.00000000000001
s8278,52255,A64JH,2012-11-08,142.08808,-37.84116,,11,NA,0.092,209,0.251,4.59,2.37,0.53,0.31,10,4.62,4.5,6,206,NA,NA,6.3,2.5,Grassland,3.0000000000000027
s8280,52345,A64JH,2012-11-08,142.08896,-37.84156,,25,NA,0.136,208,0.441,8.48,2.07,0.41,0.3,16,4.92,4.7,1e-10,160,NA,NA,20.3,2.5,Grassland,1.0000000000000009
s8282,59165,A64JH,2012-11-08,142.08722,-37.83924,,10,NA,0.071,208,0.371,5,1.73,0.23,0.24,6,3.75,4.5,39,92,NA,NA,9.9,2.5,Grassland,3.0000000000000027
s8284,55989,A64JH,2012-11-08,142.08796,-37.84089,,6,NA,0.113,204,0.393,5.95,2,0.57,0.3,8,4.28,4.6,31,224,NA,NA,9.4,2.5,Grassland,3.0000000000000027
s8286,109609,A64JH,2012-11-08,142.08815,-37.84132,,6,NA,0.128,209,0.435,5.91,1.87,1.23,0.39,9,5.11,4.5,45,479,NA,NA,11.2,2.5,Grassland,1.0000000000000009
s8288,56228,A64JH,2012-11-08,142.08327,-37.84067,,5,NA,0.051,214,0.342,3.31,1.56,0.22,0.28,1,4.27,4.6,4,84,NA,NA,5.5,2.5,Grassland,8.000000000000007
s8292,34672,A90G8,2012-11-13,146.50833,-36.10959,,40,NA,0.077,184,1.153,2.24,0.84,0.6,0.16,1e-10,3.04,4.2,22,237,NA,NA,9.4,2,Grassland,10.000000000000009
s8294,33483,A90G8,2012-11-13,146.5083,-36.1111,,3,NA,0.044,178,1.428,2.51,0.74,0.37,0.08,1e-10,2.93,4,52,143,NA,NA,8.2,2,Grassland,10.000000000000009
s8453,258598,A64HK,2013-01-21,130.9971565,-25.39819772,,1,4.91,0,543,0.287,1.05,0.4,0.2,1e-10,1e-10,0.15,5.9,1e-10,82,95.09,1e-10,1.8,2,Woodland,15.999999999999993
s8455,36521,A64HK,2013-03-15,131.085,-25.3119,,1,4.89,0.011,501,0.202,0.97,0.26,0.14,1e-10,1,0.14,5.7,3,56,94.12,0.99,1.8,2,Grassland,5.000000000000004
s8457,117025,A64HK,2013-03-15,131.084,-25.3118,,2,2.89,0,514,0.236,0.63,0.13,0.09,1e-10,1,0.07,6,1e-10,34,96.13,0.98,1.8,2,Grassland,5.000000000000004
s8459,172337,A64HK,,130.92864,-25.2875,,2,5.91,0.026,517,0.229,0.68,0.22,0.1,1e-10,1e-10,0.14,5,1e-10,39,93.1,0.99,1.7,2,Grassland,6.000000000000005
s8461,346384,A64HK,2012-12-11,130.756,-25.2713,,38,12.08,0.231,570,0.057,9.9,3.38,0.73,0.06,4,1.45,7.4,37,328,83.87,4.06,40.4,2,Grassland,1.0000000000000009
s8463,56207,A64HK,2013-01-21,130.8932849,-25.35649296,,1,6.8,0.019,573,0.188,1.46,0.3,0.18,1e-10,1,0.18,6,2,72,94.17,1e-10,2.1,2,Woodland,9.000000000000007
s8465,549397,A64HK,2012-11-23,131.0738,-25.3311,,4,13.91,0.016,519,0.232,2.36,0.55,0.49,0.01,4,0.36,5,11,205,81.1,4.99,2.9,2,Woodland,5.000000000000004
s8469,134446,A64HK,2012-11-26,130.90739,-25.28819,,3,8.89,0.061,520,0.283,0.78,0.34,0.21,1e-10,1e-10,0.17,6.2,2,85,90.12,0.99,2,2,Grassland,5.000000000000004
s8471,20644,A64HK,,130.92964,-25.28703,,2,7.85,0,519,0.288,0.81,0.3,0.21,1e-10,1e-10,0.18,5.3,1e-10,98,91.16,0.99,2,2,Other,6.000000000000005
s8487,32452,A90G8,2012-11-22,132.3738334,-12.64892022,,3,6.05,0.016,40,0.197,2,1.07,0.07,0.05,1e-10,1.71,5,5,52,85.8,8.14,1.3,2,Woodland,39.000000000000014
s8489,36352,A90G8,2012-11-22,132.6333546,-12.62067646,,3,9.83,0.017,12,0.345,0.69,0.61,0.07,0.03,1e-10,0.65,4.7,4,38,88.19,1.98,0.9,1.5,Shrubland,17.999999999999993
s8491,38671,A90G8,2012-11-22,132.6337124,-12.62078807,,4,13.85,0.018,15,0.223,1.36,0.72,0.17,0.02,1,0.79,4.7,4,81,79.2,6.95,1.5,2.5,Shrubland,17.999999999999993
s8493,230405,A64HK,2013-04-26,132.59483,-12.92929,,2,7.84,0,36,0.334,0.55,0.3,0.12,0.02,1e-10,0.53,4.9,1e-10,45,89.2,2.96,1.8,2,Shrubland,20.999999999999996
s8495,43119,A64HK,2013-04-26,132.63072,-12.90283,,1,1.98,0,48,0.135,1.48,0.49,0.12,0.01,1e-10,0.83,5.3,1e-10,58,92.96,5.07,1.5,1.5,Shrubland,30.000000000000004
s8497,76362,A64HK,2013-04-18,132.2710697,-13.55388091,,3,13.65,0.013,245,0.952,0.22,0.31,0.09,0.02,1e-10,1.28,4.4,1e-10,44,83.42,2.93,2.2,2,Shrubland,35.00000000000001
s8499,638932,A64HK,2013-04-26,132.68674,-12.85747,,1,5,0,34,0.17,1.02,0.24,0.1,1e-10,1e-10,0.67,5.1,1e-10,39,91.97,3.03,1.7,1.5,Shrubland,25
s8501,229572,A64JJ,2013-07-25,148.7953167,-35.42273333,,1e-10,1.94,0,1283,0.185,0.27,0.17,0.05,0.01,1e-10,0.19,5,1e-10,18,90.11,7.95,1.3,1.5,Forest,60.00000000000001
s8503,347600,A64JJ,2013-07-25,148.79725,-35.40371667,,5,13.76,0.021,1275,0.956,1.24,0.41,0.4,0.03,1e-10,1.51,4.8,6,181,70.46,15.78,2,2,Forest,62.000000000000014
s8505,111430,A64JJ,2013-07-30,148.8211333,-35.39646666,,15,18.94,0.065,1165,3.87,2.42,0.81,0.62,0.07,1e-10,5.16,4.1,21,251,54.08,26.98,5,2,Forest,59.00000000000001
s8507,237464,A64HK,2013-04-16,132.4582378,-13.5164665,,2,5.93,0,81,0.357,0.89,0.34,0.19,0.02,1e-10,0.86,4.7,2,100,87.09,6.98,1.7,1.5,Grassland,18.999999999999993
s8509,160766,A64HK,2013-04-16,132.4531142,-13.52161823,,4,20.87,0.017,97,1.74,1.58,1.34,0.29,0.04,1e-10,2.61,4.2,13,226,66.54,12.59,2.7,1.5,Shrubland,25
s8511,31668,A90G8,2013-04-16,132.4452461,-13.51830376,,3,10.06,0.016,92,0.694,2.09,1.17,0.2,0.02,1e-10,2,4.6,4,115,87.91,2.03,2.1,1.5,Woodland,19.999999999999996
s8515,30583,A90G8,2013-04-22,132.79813,-12.82329,,3,11.16,0,40,0.693,0.21,0.2,0.12,0.02,1e-10,1.54,4.7,3,50,84.76,4.08,1.8,2.5,Shrubland,28.000000000000004
s8517,61224,A5P6W,2013-04-22,132.78996,-12.8649,,4,14.01,0.016,37,2.167,0.46,0.12,0.09,0.02,1,3.14,3.9,7,40,85.99,1e-10,2.9,1.5,Shrubland,18.999999999999993
s8519,70494,A5P6W,2013-04-23,132.81905,-12.86537,,3,6.87,0.01,34,0.516,0.35,0.36,0.11,0.01,1e-10,0.88,4.9,2,50,91.16,1.98,1.6,1.5,Shrubland,39.000000000000014
s8521,51103,A5P6W,2013-04-23,132.81381,-12.67631,,2,9.86,0.011,51,0.319,1.08,0.55,0.11,0.02,1e-10,1.31,5,1e-10,54,88.15,1.99,1.9,1.5,Shrubland,27
s8523,43821,A5P6W,2013-04-23,132.84315,-12.70607,,1,13.55,0,52,0.186,1.63,0.55,0.12,0.02,1e-10,0.95,5.3,1e-10,48,84.5,1.95,2.2,1.5,Shrubland,15.999999999999993
s8529,37663,A5P6W,2013-04-24,132.48192,-12.67332,,7,19.77,0.037,26,0.074,10.9,2.49,0.4,0.02,5,2.58,5.9,12,190,74.27,5.96,2.9,1.5,Woodland,58.00000000000001
s8531,49122,A5P6W,2013-04-24,132.4792078,-12.67858864,,4,8.21,0.022,19,0.108,5.96,1.16,0.1,0.02,1,1.73,5.5,5,42,87.63,4.16,2.5,2,Woodland,43.99999999999999
s9430,33031,A5P6W,2013-05-09,148.9508666,-35.60156666,,6,9.14,0.063,1350,0.02,9.65,0.83,0.47,0.02,1e-10,3.17,5.9,12,228,71.46,19.4,2.9,2,Woodland,17.999999999999993
s9432,104944,A5P6W,2013-05-10,148.7724333,-35.51991666,,14,37.61,0.124,1605,6.602,6.88,2.26,0.51,0.35,1e-10,4.01,3.8,26,233,34.07,28.32,9,2,Marsh/bog,56.00000000000001
s9434,37295,A5P6W,2013-05-16,148.9320833,-35.6055,,6,15.08,0.036,940,0.203,3.87,0.78,0.45,1e-10,1e-10,2.19,4.8,13,214,67.77,17.15,4,2,Grassland,20.999999999999996
s9436,47295,A5P6W,2013-05-16,148.9296944,-35.6072777,,6,12.29,0.046,971,0.12,8.63,1.48,0.64,0.02,1e-10,2.75,5.1,42,236,69.11,18.6,3.2,2,Woodland,31.000000000000007
s9438,57348,A5P6W,2013-05-23,148.7850833,-35.44535,,10,20.94,0.066,1208,0.725,6.45,1.19,0.63,0.02,1e-10,3.72,4.9,46,290,66.44,12.62,3.7,2,Forest,64.00000000000001
s9440,26847,A5P6W,2013-05-23,148.7826,-35.4502,,15,20.44,0.058,1204,1.249,10.14,2.38,0.82,0.03,1e-10,4.9,4.6,46,318,56.96,22.6,4,2,Forest,68
s9442,39089,A5P6W,2013-05-23,148.78455,-35.4463,,20,11.59,0.065,1204,0.445,12.52,2.64,0.88,0.03,1,5.02,4.9,71,344,65.04,23.37,4.5,1.5,Forest,68
s9444,29872,A5P6W,2013-05-28,148.8305,-35.3365,,5,23.62,0.027,1005,3.462,0.31,0.33,0.38,0.08,8,3.09,4.1,7,149,43.02,33.36,3,2.5,Forest,4.0000000000000036
s9446,107454,A5P6W,2013-05-28,148.80014,-35.3556,,14,25.63,0.052,1266,0.263,16.33,2.75,0.85,0.04,1e-10,4.79,4.9,23,330,46.49,27.88,5.3,2,Woodland,11.00000000000001
s9448,37623,A5P6W,2013-05-31,148.8234,-35.3952,,15,30.78,0.046,1129,4.741,3.46,1.53,0.63,0.04,1e-10,5.11,4.1,47,246,53.78,15.44,4.4,2,Forest,59.00000000000001
s9450,27362,A5P6W,2013-05-31,148.8271,-35.3941,,9,21.48,0.044,1115,4.051,1.56,0.56,0.54,0.04,10,4.53,4.1,16,210,50.83,27.69,4.5,1.5,Forest,50
s9452,40588,A5P6W,2013-05-31,148.81485,-35.3929,,8,21.31,0.044,1246,7.281,0.57,0.41,0.44,0.06,1e-10,4.16,3.8,12,173,72.27,6.42,3.9,1.5,Forest,33.00000000000001
s9454,83278,A5P6W,2013-06-05,148.7831,-35.5655,,24,32.12,0.239,1618,4.068,8.16,2.22,0.74,0.86,1e-10,5.36,3.9,32,282,42.54,25.33,13.4,1.5,Marsh/bog,51
s9456,32201,A5P6W,2013-06-11,148.7763,-35.5252,,27,30.02,0.077,1674,6.437,3.58,1.39,0.83,0.06,1e-10,5.24,3.9,77,326,50.62,19.37,8.4,1.5,Woodland,58.00000000000001
s9458,15903,A5P6W,2013-06-11,148.81105,-35.3912,,7,17.07,0.023,1285,1.771,1.43,0.7,0.44,0.02,1e-10,2.59,4.5,7,164,67.82,15.11,1.7,2,Forest,39.000000000000014
s9460,55133,A5P6W,2013-06-14,148.84465,-35.371917,,7,23.94,0.035,1094,6.132,0.51,0.35,0.59,0.06,1e-10,3.69,4,9,232,39.56,36.51,3.3,1.5,Forest,47
s9462,65614,A5P6W,2013-06-14,148.7989,-35.43457,,5,11.91,0.046,1101,0.814,5.61,1.22,0.59,0.03,1e-10,2.68,4.9,13,223,69.15,18.94,2.9,2,Forest,69
s9464,120976,A64JJ,2013-07-09,148.9125,-35.58598333,,11,14.39,0.048,956,0.128,5.67,0.89,0.54,0.02,1e-10,3.92,4.9,13,244,66.98,18.63,6.6,1.5,Grassland,40.000000000000014
s9466,272482,A64JJ,2013-07-09,148.9085,-35.59065,,8,12.42,0.07,966,0.057,12.91,1.46,0.5,0.03,1,4.03,5.6,27,237,72.98,14.61,6.8,2,Woodland,41.99999999999999
s9468,208510,A64JJ,2013-07-25,148.7832167,-35.42378333,,16,13.84,0.049,1288,0.973,7.78,2.03,0.83,0.05,1e-10,5.01,4.7,28,350,54.31,31.86,4.1,2,Forest,64.00000000000001
s9484,72683,A5P6W,2013-03-18,138.2613,-35.60827,,6,21.32,0.078,306,0.493,5.21,1.88,0.39,0.27,1e-10,3.48,4.8,2,153,60.51,18.17,8.1,1.5,Woodland,48
s9486,13313,A5P6W,2013-03-18,138.6902,-35.27211,,2,15.43,0.041,330,1.086,1.2,0.79,0.19,0.15,1e-10,2.16,4.3,1e-10,73,69.08,15.48,5.7,1.5,Woodland,61.00000000000001
s9488,73532,A64HK,2013-03-19,138.0327,-32.82851,,7,39.79,0.139,207,0.074,20.29,5.63,0.6,0.59,6,3.15,6.2,7,236,47.61,12.6,13.3,2,Woodland,25
s9490,123241,A64HK,2013-03-19,137.9574,-32.30339,,4,20.63,0.162,419,0.063,13.96,2.2,0.72,0.11,31,2.58,6.6,6,282,66.93,12.44,8.3,2,Shrubland,7.000000000000006
s9492,159781,A64HK,2013-03-20,138.1363,-32.74842,,4,12.56,0.042,627,0.071,5.17,1.19,0.28,0.11,5,2.58,4.7,3,109,75.97,11.47,6.2,1.5,Woodland,48
s9494,523103,A64HK,2013-03-20,138.6038,-33.9142,,10,16.43,0.061,539,0.338,6.47,2.61,0.41,0.19,2,3.93,4.6,5,160,68.19,15.38,8.6,1.5,Woodland,39.000000000000014
s9496,31776,A64HK,2013-03-20,138.8613,-34.60901,,1,3.97,0.023,200,0.131,1.34,0.26,0.1,0.04,3,0.9,4.7,1e-10,41,94.01,2.01,3.1,1,Woodland,28.000000000000004
s9498,136252,A64HK,2013-03-20,139.0061,-34.57692,,7,6.97,0.04,574,0.493,2.16,0.77,0.17,0.09,1,1.98,4.1,2,68,88.01,5.02,4.7,1.5,Woodland,28.000000000000004
s9502,32325,A90G8,2013-03-21,138.7083,-34.88076,,5,4.8,0.06,250,0.155,2.45,0.53,0.22,0.06,3,1.58,4.6,1e-10,86,87.43,7.77,4.1,1.5,Woodland,34.00000000000001
s9504,34118,A90G8,2013-03-21,138.727,-34.93343,,12,7.01,0.054,507,0.255,2.57,0.86,0.15,0.09,3,1.93,4.4,3,58,87.94,5.04,5.3,2,Woodland,55.00000000000001
s9506,38509,A90G8,2013-03-22,137.9544,-32.32096,,5,11.64,0.036,663,0.085,4.01,1.34,0.69,0.1,6,1.41,5.1,5,268,81.17,7.19,4.4,2,Shrubland,18.999999999999993
s9508,41253,A90G8,2013-03-23,138.7976,-30.77565,,5,9.72,0.062,925,0.024,6.2,1.51,0.57,0.1,11,1.88,5.6,4,221,83.44,6.84,4.9,1.5,Shrubland,17.999999999999993
s9510,43208,A90G8,2013-03-23,138.5673,-31.32774,,5,15.22,0.06,409,0.033,7.77,2.19,0.7,0.09,12,2.08,6,12,275,72.56,12.22,6.2,2,Woodland,19.999999999999996
s9512,220200,A90G8,2013-03-24,138.5946,-31.54388,,15,23.04,0.106,596,0.059,9.26,3.56,0.64,0.13,28,2.39,6,9,251,64.33,12.62,9.2,1.5,Shrubland,33.00000000000001
s9522,63811,A64HK,2013-03-29,140.7273,-33.97274,,1e-10,22.18,1.142,39,0.03,4.47,3.6,0.82,7.19,6,0.18,8.6,3,321,61.38,16.43,249.1,1.5,Woodland,6.000000000000005
s9524,644041,A64HK,2013-03-29,140.7095,-34.01891,,1e-10,10.65,0.112,23,0.035,5.57,1.19,0.74,0.62,5,0.36,8.1,9,285,87.41,1.94,5.1,1,Shrubland,0
s9528,92133,A64HK,2013-03-29,140.7596,-34.04319,,1,9.6,0.092,18,0.06,6.07,1.15,0.48,0.03,5,0.39,7.7,7,189,88.47,1.93,2.8,1,Shrubland,12.00000000000001
s9530,222610,A64HK,2013-03-29,140.7186,-33.9569,,11,43.5,0.964,62,0.037,8.89,10.44,0.84,3.75,16,1.65,6.1,33,328,29.15,27.35,110.7,2,Woodland,18.999999999999993
s9567,127374,A64HK,2013-01-09,145.895516,-41.532403,,24,33.94,0.029,820,8.18,0.22,0.22,0.15,0.05,1,4.09,3.8,15,91,51.17,14.89,4,2.5,Grassland,59.00000000000001
s9569,180148,A64HK,2013-01-09,145.895516,-41.533383,,36,58.76,0.084,820,9.556,1.29,1.38,0.4,0.36,1,4.96,3.7,24,431,28.84,12.4,11.5,2,Grassland,59.00000000000001
s9571,140522,A64HK,2013-01-09,145.881418,-41.555433,,85,31.74,0.092,820,5.572,1.45,1.3,0.6,0.22,3,5.51,3.4,68,486,42.74,25.52,25.4,2,Forest,65.00000000000001
s9573,97202,A64HK,2013-01-08,146.299029,-42.041572,,42,61.84,0.326,1000,1.373,4.35,7.45,1.34,0.98,1,5.52,3,33,538,32.99,5.17,19.7,2,Marsh/bog,47
s9576,88790,A64HK,2013-01-08,146.3034,-42.0436,,84,43.97,0.072,1000,5.438,7.1,1.6,0.41,0.29,1,1.63,4.3,13,159,24.51,31.52,7,2,Heathland,47
s9577,36303,A90G8,2012-12-17,148.599397,-34.858486,,7,11.68,0.044,524.6,1.016,1.18,0.63,0.31,0.02,1,2.44,4.4,7,159,74.45,13.87,6.9,2,Woodland,0
s9579,35009,A90G8,2012-12-17,148.567311,-34.858056,,10,13.56,0.048,574.9,0.766,2.09,0.47,0.23,0.05,8,2.48,4.5,11,114,57.12,29.32,6.2,2,Grassland,8.000000000000007
s9581,42735,A90G8,2013-01-18,148.599397,-34.858486,,22,17.51,0.044,524.6,1.539,1.26,0.3,0.19,0.06,2,2.89,4.5,9,102,72.15,10.33,5.1,1.5,Woodland,0
s9583,32234,A90G8,2013-01-18,148.567311,-34.858056,,8,9.9,0.027,574.9,1.683,0.31,0.16,0.12,0.04,1,2.87,3.8,8,61,82.13,7.96,4.1,2,Grassland,8.000000000000007
s9586,43496,A90G8,2013-01-18,148.029095,-41.183047,,3,20.56,0.019,690,1.743,0.19,0.6,0.24,0.03,1,0.89,4.1,2,126,64.24,15.19,1.6,2,Forest,77
s9588,37005,A90G8,2013-01-18,148.032013,-41.183515,,4,16.42,0.014,720,0.888,0.68,0.39,0.19,0.03,2,0.73,4.2,4,105,58.87,24.71,1.5,2,Forest,74
s401954,0,VicMicro,2_15_2022,146.2908244,-37.96905046,1939_BUSHFIRE,18,25.75,NA,344.86224,6.88,1.28,1.06,0.26,0.2,2,4.12,3.5,5,169,24.67,49.57,8.6,2.5,Forest,78
s401956,0,VicMicro,2_15_2022,146.4612762,-38.61050988,NA_NA,10,28.62,NA,211.6881,0.2,9.5,5.02,1,0.29,34,3.37,5.1,24,458,32.41,38.97,5,3,Forest,78
s401958,0,VicMicro,2_24_2022,148.652604,-37.7312588,1981_BUSHFIRE,19,12.51,NA,87.68008,1.06,2.46,1.2,0.11,0.12,NA,2.41,4.4,6,57,64.35,23.13,3,2.5,Forest,70
s401960,0,VicMicro,2_17_2022,146.8964374,-38.459998,1991_BURN,4,8.21,NA,73.65762,0.56,3.37,1.29,0.2,0.19,NA,3.44,4.1,7,118,85.56,6.23,4.1,2,Forest,56.00000000000001
s401962,0,VicMicro,2_17_2022,146.7261124,-38.49365962,NA_NA,15,18.48,NA,75.31886,0.48,4.34,2.7,0.24,0.32,2,4.21,4.3,7,134,60.87,20.65,5.9,2.5,Forest,18.999999999999993
s401964,0,VicMicro,2_15_2022,146.2639099,-38.08056599,1939_BUSHFIRE,13,27.72,NA,156.15645,2.96,2.82,2.63,0.22,0.57,1,4.74,3.8,6,168,27.34,44.94,5.7,2.5,Forest,65.00000000000001
s401966,0,VicMicro,3_8_2022,145.2017179,-37.17201242,1978_BURN,24,22.47,NA,576.6134,2.3,4.24,1.76,0.36,0.14,NA,4.92,4.4,2,189,52.96,24.56,3.3,2.5,Forest,72
s401968,0,VicMicro,3_10_2022,144.0949929,-37.39179091,1983_BURN,21,30.03,NA,660.16492,6.1,0.86,0.9,0.46,0.21,NA,4.06,4.2,4,229,38.81,31.16,4.3,2.5,Forest,70
s401970,0,VicMicro,3_16_2022,143.4188596,-38.43801227,1968_BUSHFIRE,46,13,NA,168.60487,1.02,2.88,2.16,0.32,0.45,NA,4.44,3.4,12,159,69.52,17.48,7.3,2.5,Forest,59.00000000000001
s401972,0,VicMicro,3_15_2022,141.5596558,-38.03423517,1939_BUSHFIRE,54,19.08,NA,101.5822,0.52,5.3,3.04,0.22,0.43,3,3.9,4.6,7,110,65.99,14.93,9.9,2.5,Forest,38.000000000000014
s401974,0,VicMicro,2_28_2022,147.217878,-37.55587319,1965_BUSHFIRE,21,23.92,NA,652.89966,1.62,12.32,3.92,0.66,0.11,18,5.03,4.5,10,330,49.86,26.22,5.7,2.5,Forest,54
s401976,0,VicMicro,3_1_2022,147.2579568,-37.0193568,2003_BUSHFIRE,31,18.81,NA,1523.80737,0.54,20,6.66,1.32,0.1,7,5.27,5.2,198,521,43.35,37.83,3.2,2.5,Forest,43.99999999999999
s401978,0,VicMicro,2_15_2022,146.2933663,-37.97120853,2006_BUSHFIRE,8,21.61,NA,360.0015,5.18,0.6,0.72,0.2,0.25,1,4.68,4,2,137,26.81,51.57,6.5,3,Forest,51
s401980,0,VicMicro,2_28_2022,147.1768055,-37.36806219,2007_BUSHFIRE,34,37.13,NA,1221.69482,9.9,1.36,0.68,0.76,0.13,2,5.12,4.2,2,326,36.58,26.29,5.7,3,Forest,44.99999999999999
s401982,0,VicMicro,2_28_2022,147.2036836,-37.26129535,2020_BUSHFIRE,17,34.6,NA,1312.5603,7.44,2.02,0.64,0.54,0.07,1,5.1,4.2,21,295,39.38,26.03,4.1,3,Forest,32.00000000000001
